HCD,CE,CECOM,59.05
1,,,0.45224288420424646
2,,,0.43474740465770884
3,,,0.4277249334151042
4,,,0.4853224984365427
5,,,0.48585169384969557
6,,,0.71531861477592
7,,,1.2190303225581354
8,,,0.909608565742772
9,,,0.27333356170905454
10,,,0.038300227309463496
11,,,0.00040750662645536493
12,,,0.08324205801044435
13,,,0.11054546239305307
14,,,0.04740041011869649
15,,,0.10866472348535787
16,,,0.20378461632645373
17,,,0.5509598396522709
19,,,0.2712414784866602
20,,,0.5134854914972669
21,,,0.40089662004932186
22,,,0.5287718986449506
23,,,0.49931407157021096
24,,,0.8007245199359402
25,,,0.8606772513014569
26,,,0.9302188252054989
27,,,0.8364153808810602
28,,,0.6270160476861063
29,,,0.38398114714297227
30,,,0.21138882609979784
31,,,0.17198814065672055
32,,,0.1580893223372737
33,,,0.1338992085466359
34,,,0.2349387624606223
35,,,0.17474886605383833
36,,,0.15596443429233817
37,,,0.10412192378508561
38,,,0.09091482630369303
39,,,0.08550768946133493
41,,,0.07718314484276899
42,,,0.08609528681952218
